updateDate	line	rule	project	effort	type	cleanCodeAttribute	issueStatus	flows	scope	key	severity	comments	author	cleanCodeAttributeCategory	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2024-12-04T01:33:08+0100	3.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	3a5ffef7-8726-4dd6-9848-88ce3ddc43a7	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/Meal.js	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=9.0}	5min	df6d8ef3e356f2f5e6ccff3ffc11e02c	OPEN
2024-12-04T01:33:08+0100	4.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	d1d51de3-29a1-420c-9136-963c064ac7eb	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/Meal.js	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=8.0}	5min	3129f733b0a9a9460d1e7308ffceebef	OPEN
2024-12-04T01:33:08+0100	3.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	2f374d2c-9688-42d8-8344-c8c572455c54	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/MealPlan.js	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=9.0}	5min	df6d8ef3e356f2f5e6ccff3ffc11e02c	OPEN
2024-12-04T01:33:08+0100	4.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	17db0709-9164-4137-ac6b-7048006972bb	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/MealPlan.js	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=12.0}	5min	c7822dd8d29251771ec6543428d1c1b0	OPEN
2024-12-04T01:33:08+0100	3.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	2632099d-474e-48a5-a730-925496b7a8f0	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/ShoppingList.js	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=9.0}	5min	df6d8ef3e356f2f5e6ccff3ffc11e02c	OPEN
2024-12-04T01:33:08+0100	4.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	72e10d36-78e0-4f1a-8b2d-21f8bc2bcf18	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/ShoppingList.js	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=16.0}	5min	16cb1a5eaadc43b0bc48531de4fa187d	OPEN
2024-12-04T01:33:08+0100	3.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	324b0806-f724-4a89-a0f3-8bf5c3e67f5a	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/User.js	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=9.0}	5min	df6d8ef3e356f2f5e6ccff3ffc11e02c	OPEN
2024-12-04T01:33:08+0100	4.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	64c72fd2-8378-4546-a475-d632fbe896f7	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:controllers/User.js	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=8.0}	5min	5c0a6110bdd028761f55046c51a92930	OPEN
2024-12-04T01:33:08+0100	1.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	c0dbaf74-d85d-4e35-8204-6d520cbfe499	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:utils/writer.js	false	{startLine=1.0, endLine=1.0, startOffset=0.0, endOffset=19.0}	5min	1445fc4e9ff6f12f41722e1798b0b596	OPEN
2024-12-04T01:33:08+0100	10.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	96c609d8-24a4-4fd0-992c-40c63986ffc1	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	false	"es2015 / bad-practice / "		nutritrack:utils/writer.js	false	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=13.0}	5min	7e9b2205cbb1b7b54029a3108805b1e3	OPEN
2024-12-04T01:33:08+0100	11.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	58ec0f4b-de99-4212-b73e-6823cfa5691b	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:utils/writer.js	false	{startLine=11.0, endLine=11.0, startOffset=2.0, endOffset=10.0}	5min	14fbcd2f31379cc89fc5aad9a2b276b8	OPEN
2024-12-04T01:33:08+0100	12.0	javascript:S3504	nutritrack	5min	CODE_SMELL	CLEAR	OPEN		MAIN	3c2799fd-c17b-4397-a6ab-3c81ccad264f	CRITICAL		hsadia538@gmail.com	INTENTIONAL		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Unexpected var, use let or const instead.	2024-11-16T05:20:19+0100	true	"es2015 / bad-practice / "		nutritrack:utils/writer.js	false	{startLine=12.0, endLine=12.0, startOffset=2.0, endOffset=13.0}	5min	8357aec94fe7a20711a10ed6451a78d9	OPEN
2024-12-04T01:33:08+0100	23.0	javascript:S6660	nutritrack	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	110732c8-be0d-4fef-9bfb-6add5ec0c201	MAJOR		hsadia538@gmail.com	CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	'If' statement should not be the only statement in 'else' block	2024-11-16T05:20:19+0100	true			nutritrack:utils/writer.js	false	{startLine=23.0, endLine=23.0, startOffset=4.0, endOffset=6.0}	5min	1e42f72a05aabb58495682ff7b16fd81	OPEN
2024-12-04T01:33:08+0100	30.0	javascript:S1871	nutritrack	10min	CODE_SMELL	DISTINCT	OPEN	"{locations=[{component=nutritrack:utils/writer.js, textRange={startLine=27.0, endLine=29.0, startOffset=19.0, endOffset=3.0}, msg=Original, msgFormattings=[]}]} / "	MAIN	a0f6cc53-382b-4575-86f2-8636dfbd4aa1	MAJOR		hsadia538@gmail.com	ADAPTABLE		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	This branch's code block is the same as the block for the branch on line 27.	2024-11-16T05:20:19+0100	false	"design / suspicious / "		nutritrack:utils/writer.js	false	{startLine=30.0, endLine=32.0, startOffset=16.0, endOffset=3.0}	10min	b9ae4a12df727d5dcfccfd9bbd78cd59	OPEN
